Time(ms),AccelX,AccelY,AccelZ,label
27715.028,-9.634,1.908,-0.268,2
27854.987,-9.651,1.762,-0.506,2
27994.978,-9.607,2.067,-0.433,2
28134.028,-9.606,1.946,-0.139,2
28274.032,-9.676,1.661,-0.519,2
28413.982,-9.578,2.0,-0.58,2
28553.003,-9.694,1.918,-0.185,2
28698.002,-9.607,1.948,-0.304,2
28837.007,-9.607,1.864,-0.544,2
28976.997,-9.571,1.8,-0.339,2
29117.006,-9.644,1.982,-0.327,2
29255.996,-9.671,1.791,-0.404,2
29395.998,-9.678,1.742,-0.484,2
29535.987,-9.492,1.965,-0.397,2
29674.969,-9.613,2.001,-0.203,2
29820.002,-9.659,1.912,-0.434,2
29960.009,-9.508,2.054,-0.299,2
30099.997,-9.593,1.985,-0.329,2
30240.031,-9.599,1.77,-0.329,2
30379.007,-9.628,1.72,-0.477,2
30519.001,-9.628,1.679,-0.263,2
30659.025,-9.585,1.954,-0.237,2
30797.995,-9.581,1.797,-0.255,2
30937.998,-9.706,1.799,-0.225,2
31082.993,-9.672,1.736,-0.371,2
31221.984,-9.546,2.245,-0.413,2
31361.989,-9.641,1.929,-0.137,2
31501.001,-9.534,1.648,-0.171,2
31640.958,-9.726,1.594,-0.161,2
31781.015,-9.667,1.83,-0.374,2
31919.988,-9.732,1.459,-0.465,2
32059.969,-9.6,1.808,-0.366,2
32204.991,-9.696,1.697,-0.147,2
32344.02,-9.607,1.625,-0.409,2
32484.023,-9.715,1.694,-0.265,2
32624.01,-9.617,1.892,0.059,2
2663.994,-9.686,1.698,-0.548,2
2799.988,-9.703,1.662,-0.468,2
2936.992,-9.562,1.669,-0.564,2
3073.998,-9.62,1.439,-0.38,2
3209.991,-9.712,1.934,-0.141,2
3347.013,-9.713,1.63,-0.396,2
3483.984,-9.568,1.798,-0.532,2
3621.018,-9.771,1.746,-0.194,2
3763.98,-9.701,1.492,-0.319,2
3901.001,-9.548,1.616,-0.654,2
4037.966,-9.828,1.405,-0.251,2
4174.014,-9.603,1.826,-0.268,2
4310.984,-9.623,1.629,-0.297,2
4448.018,-9.677,1.462,-0.549,2
4583.013,-9.771,1.472,-0.531,2
4719.02,-9.626,1.89,-0.36,2
4855.012,-9.625,1.771,-0.153,2
4996.97,-9.649,1.673,-0.385,2
5132.977,-9.673,1.612,-0.393,2
5269.005,-9.62,1.705,-0.472,2
5405.002,-9.631,1.753,-0.386,2
5540.978,-9.61,1.668,-0.128,2
5676.002,-9.615,1.743,-0.322,2
5811.99,-9.626,1.746,-0.319,2
5947.992,-9.578,1.601,-0.352,2
6082.994,-9.694,1.753,-0.544,2
6224.98,-9.576,2.003,-0.534,2
6361.005,-9.655,1.637,-0.451,2
6497.031,-9.667,1.848,-0.381,2
6631.978,-9.627,1.811,-0.423,2
6767.988,-9.668,1.698,-0.443,2
6904.012,-9.731,1.597,-0.412,2
7040.005,-9.635,1.597,-0.462,2
7174.994,-9.691,1.624,-0.557,2
7315.971,-9.625,1.732,-0.103,2
7452.014,-9.681,1.409,-0.275,2
7587.011,-9.619,1.761,-0.782,2
7723.02,-9.592,1.874,-0.128,2
7858.994,-9.666,1.591,-0.176,2
7994.981,-9.7,1.803,-0.651,2
8130.026,-9.697,1.653,-0.276,2
8266.024,-9.61,1.829,-0.14,2
8402.029,-9.664,1.668,-0.316,2
8541.993,-9.586,1.749,-0.221,2
8679.011,-9.551,1.799,-0.599,2
8815.002,-9.73,1.81,-0.119,2
8951.01,-9.563,1.896,-0.252,2
9086.029,-9.606,1.818,-0.502,2
9222.03,-9.691,1.538,-0.522,2
9358.067,-9.652,1.807,-0.438,2
9493.995,-9.596,2.005,-0.342,2
9628.998,-9.617,1.898,-0.258,2
9769.997,-9.67,1.711,-0.463,2
9905.99,-9.608,1.836,-0.446,2
10041.012,-9.638,1.933,-0.179,2
10177.008,-9.719,1.525,-0.341,2
10313.014,-9.614,1.758,-0.482,2
10449.009,-9.581,1.928,-0.28,2
10583.979,-9.576,1.883,-0.241,2
10720.003,-9.662,1.772,-0.4,2
10860.997,-9.609,1.872,-0.363,2
10997.006,-9.63,1.789,-0.485,2
11132.023,-9.611,1.996,-0.511,2
11268.005,-9.756,1.759,-0.212,2
11404.014,-9.642,1.598,-0.496,2
11540.003,-9.69,1.536,-0.609,2
11675.005,-9.738,1.621,-0.284,2
11810.977,-9.598,1.783,-0.298,2
11947.002,-9.661,1.835,-0.397,2
12086.999,-9.664,1.879,-0.507,2
12223.003,-9.576,1.597,-0.381,2
12358.986,-9.663,1.751,-0.311,2
12495.009,-9.542,1.824,-0.285,2
12629.977,-9.552,1.848,-0.276,2
12765.982,-9.576,1.926,-0.285,2
12902.018,-9.656,1.774,-0.359,2
13037.981,-9.617,1.901,-0.449,2
13172.967,-9.575,1.77,-0.378,2
13315.013,-9.55,2.028,-0.2,2
13451.02,-9.606,1.558,-0.299,2
13585.995,-9.623,1.745,-0.38,2
13722.011,-9.667,1.594,-0.262,2
13858.028,-9.664,1.697,-0.415,2
13994.012,-9.676,1.612,-0.31,2
14129.024,-9.721,1.768,-0.313,2
14264.998,-9.691,1.625,-0.438,2
14406.026,-9.625,1.866,-0.587,2
14540.993,-9.656,1.746,-0.383,2
14677.003,-9.595,1.769,-0.292,2
14813.024,-9.782,1.759,-0.239,2
14949.001,-9.713,1.622,-0.649,2
15083.975,-9.673,1.613,-0.425,2
15220.022,-9.692,1.702,-0.282,2
15356.03,-9.593,1.821,-0.155,2
15492.018,-9.679,1.716,-0.257,2
15631.994,-9.547,1.974,-0.497,2
15768.02,-9.612,1.95,-0.274,2
15904.019,-9.647,1.632,-0.388,2
16039.976,-9.598,1.638,-0.463,2
16174.98,-9.601,1.868,-0.308,2
16310.994,-9.605,1.673,-0.309,2
16446.995,-9.589,1.939,-0.464,2
16582.987,-9.616,1.682,-0.348,2
16722.988,-9.633,1.685,-0.455,2
16858.995,-9.655,1.59,-0.435,2
16995.007,-9.705,1.714,-0.352,2
17136.988,-9.694,1.931,-0.375,2
17272.996,-9.746,1.479,-0.272,2
17409.014,-9.619,1.804,-0.657,2
17544.011,-9.598,1.956,-0.387,2
17679.971,-9.631,1.82,-0.121,2
17815.955,-9.586,1.691,-0.323,2
17967.005,-9.588,1.983,-0.259,2
18113.008,-9.646,1.658,-0.312,2
18248.994,-9.596,1.859,-0.561,2
18384.055,-9.644,1.744,-0.255,2
18519.986,-9.771,1.735,-0.332,2
18656.004,-9.663,1.666,-0.469,2
18791.021,-9.656,1.891,-0.187,2
18927.012,-9.696,1.659,-0.521,2
19068.993,-9.657,1.711,-0.334,2
19205.005,-9.626,1.76,-0.342,2
19340.034,-9.62,1.777,-0.506,2
19475.985,-9.652,1.608,-0.362,2
19611.974,-9.67,1.529,-0.337,2
19748.001,-9.651,1.783,-0.551,2
19882.967,-9.663,1.849,-0.186,2
20018.977,-9.682,1.704,-0.258,2
20154.961,-9.566,1.888,-0.452,2
20295.002,-9.691,1.536,-0.09,2
20430.993,-9.693,1.585,-0.463,2
20566.981,-9.61,1.879,-0.36,2
20702.996,-9.715,1.651,-0.202,2
20837.99,-9.656,1.545,-0.376,2
20974.012,-9.623,1.728,-0.295,2
21109.989,-9.584,1.805,-0.423,2
21246.002,-9.591,1.981,-0.265,2
21403.0,-9.598,1.465,-0.229,2
21542.038,-9.661,1.485,-0.585,2
21682.001,-9.603,1.831,-0.326,2
21821.993,-9.602,2.055,-0.378,2
21961.02,-9.608,1.951,-0.157,2
22101.028,-9.596,1.453,-0.506,2
22240.987,-9.617,1.619,-0.365,2
22380.019,-9.675,1.899,-0.286,2
22520.009,-9.652,1.739,-0.246,2
22666.016,-9.638,1.755,-0.511,2
22804.98,-9.648,1.811,-0.385,2
22944.993,-9.628,1.777,-0.244,2
23084.008,-9.63,1.803,-0.232,2
23223.999,-9.626,1.715,-0.303,2
23363.99,-9.578,1.969,-0.498,2
23502.995,-9.603,1.735,-0.446,2
23643.019,-9.666,1.638,-0.318,2
23787.974,-9.555,2.058,-0.405,2
23928.008,-9.601,1.959,-0.312,2
24068.032,-9.637,1.736,-0.522,2
24208.009,-9.654,1.715,-0.585,2
24346.992,-9.638,1.802,-0.348,2
24486.978,-9.593,1.91,-0.289,2
24626.003,-9.608,1.987,-0.144,2
24765.974,-9.694,1.61,-0.495,2
24905.991,-9.588,1.761,-0.454,2
25051.011,-9.643,1.804,-0.267,2
25190.982,-9.633,1.781,-0.384,2
25330.997,-9.604,1.702,-0.347,2
25469.971,-9.627,1.843,-0.446,2
25610.024,-9.516,1.816,-0.213,2
25750.013,-9.696,1.689,-0.31,2
25888.986,-9.583,1.962,-0.527,2
26028.99,-9.684,1.871,-0.192,2
26168.01,-9.569,1.961,-0.789,2
26313.0,-9.588,1.862,-0.32,2
26453.019,-9.72,1.697,-0.343,2
26592.004,-9.604,2.012,-0.349,2
26731.959,-9.56,1.935,-0.139,2
26871.97,-9.638,1.757,-0.609,2
27010.974,-9.594,1.979,-0.356,2
27151.014,-9.599,1.772,-0.433,2
27291.01,-9.599,1.976,-0.325,2
27436.006,-9.646,1.805,-0.47,2
27575.98,-9.558,1.945,-0.301,2
27714.987,-9.577,1.881,-0.267,2
27854.995,-9.634,1.768,-0.479,2
27995.021,-9.595,2.076,-0.423,2
28134.026,-9.586,1.94,-0.118,2
28274.044,-9.615,1.719,-0.542,2
28413.986,-9.526,2.014,-0.619,2
28553.004,-9.699,1.849,-0.197,2
28698.047,-9.653,1.97,-0.319,2
28837.015,-9.606,1.83,-0.535,2
28977.01,-9.59,1.842,-0.349,2
29116.987,-9.635,1.999,-0.324,2
29255.989,-9.673,1.79,-0.412,2
29395.977,-9.654,1.703,-0.462,2
29536.014,-9.523,1.989,-0.348,2
29675.008,-9.6,2.01,-0.181,2
29820.032,-9.622,1.893,-0.444,2
29960.009,-9.535,2.053,-0.298,2
30100.024,-9.577,1.964,-0.373,2
30239.979,-9.63,1.777,-0.315,2
30378.993,-9.6,1.732,-0.499,2
30519.001,-9.626,1.676,-0.262,2
30658.993,-9.588,1.899,-0.23,2
30797.999,-9.569,1.809,-0.285,2
30938.006,-9.668,1.793,-0.212,2
31083.021,-9.711,1.748,-0.446,2
31222.001,-9.546,2.251,-0.433,2
31362.057,-9.629,1.945,-0.156,2
31501.047,-9.544,1.685,-0.109,2
31640.956,-9.708,1.597,-0.156,2
31781.007,-9.658,1.836,-0.342,2
31920.046,-9.734,1.492,-0.447,2
32060.002,-9.624,1.79,-0.368,2
32205.015,-9.743,1.701,-0.126,2
32344.008,-9.613,1.582,-0.424,2
32483.971,-9.677,1.707,-0.24,2
32624.016,-9.669,1.91,0.035,2
2664.024,-9.698,1.699,-0.549,2
2800.002,-9.69,1.611,-0.498,2
2937.006,-9.558,1.672,-0.56,2
3073.99,-9.627,1.473,-0.38,2
3210.026,-9.706,1.944,-0.098,2
3347.018,-9.696,1.676,-0.425,2
3484.009,-9.55,1.831,-0.531,2
3620.976,-9.743,1.739,-0.21,2
3763.983,-9.734,1.513,-0.335,2
3900.956,-9.596,1.635,-0.688,2
4037.985,-9.86,1.374,-0.253,2
4174.013,-9.612,1.859,-0.266,2
4310.992,-9.615,1.665,-0.304,2
4447.99,-9.663,1.464,-0.598,2
4582.989,-9.788,1.52,-0.563,2
4719.018,-9.636,1.886,-0.398,2
4855.01,-9.602,1.773,-0.194,2
4997.021,-9.63,1.642,-0.338,2
5133.045,-9.639,1.592,-0.356,2
5269.015,-9.616,1.702,-0.483,2
5405.022,-9.654,1.771,-0.433,2
5540.995,-9.598,1.67,-0.146,2
5676.008,-9.636,1.797,-0.292,2
5811.99,-9.586,1.728,-0.302,2
5948.001,-9.565,1.588,-0.352,2
6082.985,-9.691,1.753,-0.458,2
6225.012,-9.536,1.962,-0.511,2
6360.999,-9.659,1.628,-0.477,2
6497.004,-9.602,1.814,-0.398,2
6632.011,-9.657,1.807,-0.409,2
6767.983,-9.642,1.677,-0.412,2
6904.037,-9.715,1.606,-0.397,2
7039.97,-9.657,1.584,-0.397,2
7175.026,-9.622,1.641,-0.502,2
7316.029,-9.618,1.716,-0.093,2
7452.034,-9.685,1.408,-0.248,2
7587.003,-9.678,1.751,-0.767,2
7722.979,-9.633,1.817,-0.146,2
7859.02,-9.661,1.605,-0.173,2
7995.013,-9.721,1.807,-0.636,2
8129.996,-9.667,1.623,-0.282,2
8266.018,-9.601,1.833,-0.187,2
8401.994,-9.65,1.689,-0.313,2
8541.971,-9.58,1.801,-0.263,2
8679.045,-9.529,1.82,-0.646,2
8815.008,-9.733,1.825,-0.125,2
8950.993,-9.62,1.956,-0.221,2
9085.997,-9.561,1.85,-0.454,2
9221.982,-9.714,1.525,-0.495,2
9357.982,-9.681,1.782,-0.461,2
9493.978,-9.603,1.99,-0.402,2
9629.0,-9.598,1.913,-0.257,2
9770.018,-9.686,1.684,-0.472,2
9906.019,-9.59,1.831,-0.45,2
10040.996,-9.625,1.911,-0.205,2
10177.029,-9.701,1.495,-0.385,2
10312.973,-9.622,1.722,-0.506,2
10449.017,-9.575,1.92,-0.362,2
10584.008,-9.586,1.867,-0.24,2
10720.0,-9.65,1.756,-0.396,2
10861.003,-9.624,1.845,-0.365,2
10996.984,-9.617,1.828,-0.548,2
11131.999,-9.611,2.038,-0.542,2
11268.01,-9.718,1.767,-0.157,2
3160.976,0.057,0.144,9.892,3
3296.997,-0.025,-0.041,9.896,3
3434.03,0.067,0.264,9.741,3
3570.988,0.053,0.157,10.021,3
3708.017,-0.014,0.22,10.137,3
3843.966,-0.023,0.106,10.112,3
3981.001,-0.082,0.07,9.758,3
4117.983,-0.036,-0.116,10.045,3
4260.995,-0.064,0.333,9.875,3
4398.97,-0.065,0.047,10.081,3
4535.981,-0.081,-0.023,10.101,3
4671.951,-0.043,0.176,9.938,3
4809.001,0.038,0.143,9.817,3
4945.956,0.093,-0.013,9.75,3
5082.001,0.072,0.078,9.965,3
5217.002,0.054,0.051,9.788,3
5353.012,-0.104,0.148,10.069,3
5493.999,0.002,-0.046,10.068,3
5630.007,0.14,0.141,10.254,3
5765.994,0.08,0.108,9.733,3
5902.041,0.15,0.038,9.847,3
6038.014,0.079,-0.007,10.261,3
6173.003,0.108,0.04,9.872,3
6308.993,0.27,-0.018,9.899,3
6445.007,0.243,-0.066,9.837,3
6585.957,0.2,-0.213,10.17,3
6721.996,0.245,-0.223,9.841,3
6857.969,0.245,-0.013,9.778,3
6994.014,0.27,-0.054,9.625,3
7128.957,0.37,-0.299,10.515,3
7264.988,0.352,0.202,9.255,3
7401.011,0.38,-0.213,10.228,3
7536.984,0.307,-0.336,9.779,3
7671.977,0.339,0.096,9.709,3
7813.985,0.331,0.142,9.799,3
7950.024,0.411,-0.147,9.982,3
8085.008,0.465,0.2,10.14,3
8220.995,0.534,-0.138,9.802,3
8356.981,0.43,0.024,9.741,3
8492.991,0.49,-0.048,9.878,3
8628.016,0.447,0.202,9.803,3
8764.011,0.508,0.005,9.93,3
8900.004,0.552,-0.121,10.098,3
9041.008,0.469,0.011,9.811,3
9176.006,0.496,-0.419,9.901,3
9312.006,0.45,-0.332,9.947,3
9448.008,0.468,-0.06,10.165,3
9582.975,0.47,-0.365,9.686,3
9719.019,0.424,-0.169,9.737,3
9854.997,0.595,-0.031,10.11,3
9991.011,0.567,-0.071,10.121,3
10126.013,0.482,-0.044,9.763,3
10267.033,0.582,-0.3,9.729,3
10403.031,0.538,-0.283,9.959,3
10538.975,0.582,-0.353,10.078,3
10673.991,0.596,-0.261,10.005,3
10809.999,0.54,-0.167,9.955,3
10946.007,0.497,-0.178,9.931,3
11081.995,0.536,-0.097,10.1,3
11217.013,0.463,-0.493,9.912,3
11357.995,0.596,-0.16,9.988,3
11493.998,0.59,-0.149,10.002,3
11629.002,0.587,-0.065,9.808,3
11765.007,0.568,-0.168,10.011,3
11900.997,0.56,-0.283,10.153,3
12037.008,0.487,-0.279,9.953,3
12172.012,0.52,-0.432,9.887,3
12307.999,0.501,-0.366,9.888,3
12443.979,0.55,-0.34,9.817,3
12585.018,0.58,-0.104,9.683,3
12720.991,0.632,-0.335,10.209,3
12857.019,0.589,-0.242,9.953,3
12993.014,0.514,-0.557,9.877,3
13127.984,0.564,-0.389,9.847,3
13263.995,0.435,-0.174,9.701,3
13399.995,0.58,-0.602,10.144,3
13536.027,0.555,-0.584,9.988,3
13675.966,0.547,0.131,9.925,3
13813.016,0.577,-0.351,10.048,3
13949.0,0.574,-0.369,9.964,3
14084.001,0.681,-0.363,9.755,3
14220.022,0.575,-0.079,9.98,3
14356.034,0.555,-0.465,9.901,3
14492.009,0.593,-0.453,9.833,3
14626.986,0.606,-0.319,9.919,3
14762.991,0.483,-0.043,10.111,3
14904.007,0.53,-0.58,10.082,3
15039.988,0.566,-0.573,9.529,3
15175.009,0.579,-0.39,9.717,3
15310.981,0.589,-0.309,9.827,3
15447.007,0.624,-0.305,9.919,3
15582.991,0.583,-0.589,9.92,3
15718.018,0.533,-0.44,9.627,3
15853.994,0.573,-0.506,9.965,3
15994.998,0.645,-0.693,9.92,3
16130.027,0.542,-0.378,9.853,3
16265.979,0.598,-0.383,9.993,3
16402.028,0.65,-0.681,9.884,3
16537.992,0.671,-0.524,9.89,3
16673.021,0.625,-0.475,9.922,3
16808.991,0.703,-0.286,9.943,3
16944.999,0.638,-0.364,9.737,3
17080.987,0.682,-0.472,9.987,3
17221.018,0.695,-0.492,10.06,3
17357.019,0.63,-0.379,9.731,3
17492.991,0.613,-0.547,10.057,3
17628.006,0.673,-0.361,9.788,3
17763.994,0.65,-0.309,9.81,3
17899.994,0.655,-0.558,9.911,3
18035.956,0.657,-0.488,9.635,3
18170.998,0.563,-0.532,9.757,3
18312.009,0.62,-0.344,9.853,3
18447.987,0.656,-0.38,9.874,3
18582.963,0.706,-0.521,10.006,3
18719.005,0.647,-0.529,9.965,3
18855.013,0.68,-0.667,9.836,3
18998.01,0.722,-0.702,9.952,3
19132.98,0.748,-0.569,9.91,3
19269.011,0.745,-0.557,10.06,3
19410.989,0.763,-0.575,9.828,3
19550.96,0.707,-0.592,10.159,3
19686.986,0.703,-0.637,9.844,3
19823.007,0.68,-0.595,9.749,3
19957.973,0.759,-0.726,9.883,3
20093.99,0.765,-0.42,9.891,3
20230.005,0.691,-0.498,10.045,3
20365.997,0.769,-0.482,9.856,3
20500.996,0.706,-0.737,9.875,3
20643.019,0.763,-0.522,10.143,3
20779.016,0.765,-0.634,9.81,3
20914.966,0.762,-0.782,9.872,3
21049.985,0.692,-1.647,8.802,3
21185.968,0.837,-0.665,9.855,3
21322.023,0.798,-0.54,9.804,3
21457.976,0.767,-0.831,9.856,3
21593.034,0.736,-0.96,9.838,3
21729.012,0.69,-0.434,9.527,3
21886.016,0.845,-0.61,9.841,3
22025.987,0.719,-0.592,9.67,3
22165.979,0.855,-0.795,10.147,3
22305.004,0.791,-0.653,9.733,3
22444.992,0.833,-0.541,9.606,3
22583.994,0.829,-0.626,9.656,3
22723.991,0.865,-0.704,9.939,3
22863.993,0.887,-0.735,9.828,3
23008.999,0.87,-0.588,9.851,3
23148.996,0.79,-0.777,9.738,3
23289.016,0.866,-0.853,9.891,3
23428.006,0.899,-0.469,9.709,3
23567.995,0.916,-0.683,9.901,3
23707.966,0.986,-0.709,9.855,3
23847.004,0.916,-0.344,9.617,3
23987.008,0.866,-0.63,9.818,3
24126.0,0.994,-0.751,9.735,3
24272.006,0.94,-0.718,9.779,3
24412.003,0.92,-0.52,9.829,3
24551.013,0.847,-0.318,9.923,3
24691.002,0.887,-0.687,9.703,3
24830.991,0.802,-0.52,9.631,3
24969.979,0.936,-0.511,9.882,3
25110.01,0.93,-0.615,9.894,3
25250.011,1.017,-0.739,9.994,3
25393.994,0.865,-0.58,9.612,3
25534.013,0.941,-0.661,9.72,3
25672.998,0.938,-0.703,9.917,3
25812.989,0.951,-0.512,10.099,3
25952.964,0.957,-0.392,10.005,3
26092.005,0.923,-0.641,9.983,3
26231.992,0.928,-0.605,9.983,3
26372.001,0.96,-0.694,9.899,3
26510.963,0.986,-0.605,9.814,3
26656.028,0.954,-0.586,9.855,3
26795.01,0.96,-0.687,9.924,3
26935.021,0.96,-0.759,9.718,3
27075.017,0.961,-0.663,9.961,3
27213.991,0.901,-0.796,9.711,3
27353.998,0.979,-0.689,9.742,3
27494.021,0.926,-0.848,9.899,3
27633.024,0.998,-0.503,9.847,3
27778.966,0.943,-0.648,9.891,3
27918.029,0.93,-0.811,9.941,3
28057.975,0.839,-0.698,9.78,3
28197.998,1.004,-0.506,9.994,3
28336.99,1.006,-0.627,10.074,3
28476.981,0.954,-0.555,9.878,3
28617.007,0.927,-0.629,9.898,3
28756.033,0.913,-0.703,9.952,3
28896.014,0.831,-0.647,9.956,3
29041.025,0.811,-0.693,9.786,3
29180.982,0.827,-0.626,9.859,3
29320.98,0.838,-0.591,9.851,3
29460.011,0.911,-0.674,9.784,3
29600.004,0.908,-0.641,9.717,3
29739.983,0.914,-0.7,9.976,3
29878.996,0.897,-0.677,10.052,3
30018.993,0.923,-0.71,10.075,3
30163.992,0.877,-0.627,9.782,3
30302.977,0.921,-0.621,9.885,3
30443.008,0.946,-0.731,9.97,3
30583.032,0.837,-0.534,9.996,3
30722.005,0.897,-0.963,9.783,3
30862.006,0.955,-0.306,9.758,3
31001.01,0.873,-0.682,9.81,3
31141.002,0.853,-0.424,9.844,3
31280.996,0.845,-0.633,9.875,3
31426.018,0.802,-0.655,9.743,3
31565.986,0.813,-0.48,9.649,3
31706.005,0.801,-0.481,9.698,3
31844.998,0.892,-0.505,9.685,3
31984.981,0.819,-0.502,9.474,3
32124.979,0.89,-0.587,9.799,3
32263.984,0.7,-0.785,10.231,3
32404.005,0.696,-0.489,9.911,3
32542.991,0.8,-0.526,9.464,3
32688.008,0.941,-0.672,10.007,3
32827.997,0.911,-0.276,10.207,3
32967.011,0.868,-0.273,9.72,3
33106.998,0.884,-0.673,9.878,3
3160.986,0.029,0.16,9.864,3
3297.027,-0.027,-0.056,9.903,3
3434.045,0.057,0.261,9.767,3
3571.018,0.039,0.15,10.033,3
3708.002,-0.013,0.242,10.145,3
3844.008,-0.039,0.093,10.105,3
3981.002,-0.068,0.003,9.736,3
4118.004,-0.015,-0.068,10.013,3
4261.024,-0.07,0.324,9.834,3
4398.999,-0.056,0.059,10.115,3
4536.011,-0.076,-0.011,10.035,3
4672.015,-0.075,0.16,9.912,3
4808.974,0.027,0.207,9.791,3
4945.98,0.029,0.003,9.701,3
5081.996,0.054,0.056,9.948,3
5217.016,0.028,0.099,9.74,3
5352.999,-0.088,0.129,10.072,3
5494.006,0.004,-0.057,9.999,3
5630.009,0.154,0.133,10.241,3
5765.995,0.086,0.102,9.795,3
5902.012,0.178,0.049,9.847,3
6037.979,0.068,-0.037,10.199,3
6173.014,0.125,0.062,9.854,3
6308.976,0.298,-0.041,9.924,3
6445.009,0.244,-0.028,9.794,3
6586.011,0.224,-0.219,10.175,3
6722.001,0.283,-0.176,9.849,3
6858.013,0.239,-0.028,9.777,3
6993.993,0.26,-0.032,9.607,3
7128.94,0.361,-0.29,10.496,3
7265.015,0.252,0.158,9.283,3
7401.013,0.398,-0.2,10.194,3
7536.994,0.327,-0.303,9.802,3
7672.015,0.327,0.095,9.661,3
7813.972,0.37,0.179,9.814,3
7950.017,0.417,-0.109,9.99,3
8085.014,0.472,0.2,10.1,3
8221.007,0.51,-0.152,9.801,3
8357.013,0.466,0.054,9.768,3
8492.998,0.491,-0.038,9.879,3
8628.015,0.416,0.212,9.804,3
8764.061,0.506,0.015,9.918,3
8900.018,0.536,-0.105,10.119,3
9040.989,0.476,0.046,9.786,3
9176.017,0.503,-0.407,9.892,3
9311.994,0.437,-0.27,9.903,3
9447.978,0.443,-0.078,10.168,3
9583.003,0.472,-0.41,9.69,3
9719.021,0.475,-0.189,9.786,3
9855.002,0.574,-0.04,10.075,3
9990.999,0.555,-0.041,10.146,3
10125.973,0.454,-0.06,9.777,3
10266.974,0.583,-0.256,9.763,3
10403.005,0.557,-0.252,9.957,3
10539.0,0.539,-0.38,10.104,3
10674.032,0.55,-0.247,9.984,3
10809.984,0.541,-0.153,9.936,3
10945.983,0.474,-0.204,9.862,3
11081.983,0.546,-0.085,10.1,3
11217.033,0.514,-0.457,9.899,3
11358.004,0.589,-0.181,9.978,3
11494.007,0.626,-0.137,9.985,3
11628.966,0.566,0.0,9.802,3
11764.98,0.569,-0.161,10.024,3
11900.981,0.591,-0.279,10.153,3
12036.993,0.54,-0.29,9.984,3
12171.999,0.479,-0.396,9.939,3
12308.007,0.5,-0.334,9.828,3
12444.009,0.545,-0.32,9.845,3
12584.999,0.585,-0.07,9.67,3
12721.023,0.609,-0.317,10.209,3
12856.991,0.592,-0.27,9.936,3
12992.985,0.52,-0.58,9.881,3
13127.989,0.549,-0.405,9.82,3
13263.981,0.482,-0.234,9.699,3
13400.01,0.531,-0.562,10.121,3
13535.97,0.599,-0.543,9.957,3
13675.963,0.581,0.12,9.9,3
13812.979,0.542,-0.32,10.053,3
13948.979,0.586,-0.349,9.947,3
14083.995,0.634,-0.372,9.718,3
14220.004,0.549,-0.069,10.02,3
14356.008,0.628,-0.408,9.935,3
14492.021,0.61,-0.494,9.822,3
14627.005,0.613,-0.316,9.945,3
14762.996,0.474,-0.021,10.127,3
14903.991,0.519,-0.595,10.108,3
15040.007,0.559,-0.569,9.518,3
15175.02,0.563,-0.345,9.746,3
15311.012,0.615,-0.313,9.832,3
15447.0,0.599,-0.296,9.901,3
15583.017,0.597,-0.563,9.958,3
15718.012,0.553,-0.407,9.583,3
15853.995,0.601,-0.461,9.947,3
15994.969,0.622,-0.691,9.938,3
16129.985,0.574,-0.396,9.899,3
16265.957,0.606,-0.373,9.985,3
16402.003,0.656,-0.672,9.923,3
16537.973,0.66,-0.521,9.938,3
16672.993,0.608,-0.458,9.848,3
16809.003,0.676,-0.26,9.886,3
16944.988,0.65,-0.366,9.737,3
17080.995,0.692,-0.509,9.98,3
17221.035,0.72,-0.533,10.089,3
17356.986,0.628,-0.386,9.737,3
17492.997,0.622,-0.517,10.014,3
17627.996,0.713,-0.362,9.746,3
17763.983,0.655,-0.309,9.818,3
17899.999,0.679,-0.551,9.925,3
18036.002,0.634,-0.55,9.565,3
18171.012,0.567,-0.56,9.776,3
18312.017,0.656,-0.381,9.868,3
18447.985,0.706,-0.413,9.907,3
18583.038,0.711,-0.479,9.995,3
18718.993,0.684,-0.517,9.924,3
18855.029,0.706,-0.642,9.805,3
18998.003,0.7,-0.743,9.95,3
19132.974,0.701,-0.589,9.866,3
19268.994,0.689,-0.513,10.065,3
19410.991,0.747,-0.601,9.9,3
19550.99,0.726,-0.568,10.211,3
19687.003,0.694,-0.689,9.854,3
19823.019,0.677,-0.613,9.741,3
19958.008,0.744,-0.738,9.881,3
20094.029,0.708,-0.468,9.86,3
20230.031,0.699,-0.52,10.043,3
20365.995,0.771,-0.497,9.9,3
20501.008,0.706,-0.754,9.845,3
20642.991,0.72,-0.518,10.115,3
20779.014,0.783,-0.66,9.808,3
20915.011,0.705,-0.781,9.864,3
21049.976,0.718,-1.615,8.782,3
21186.022,0.82,-0.689,9.88,3
21322.016,0.801,-0.521,9.833,3
21458.0,0.752,-0.801,9.88,3
21593.053,0.753,-0.978,9.909,3
21729.006,0.691,-0.469,9.491,3
21885.981,0.82,-0.652,9.84,3
22026.012,0.774,-0.529,9.68,3
22166.01,0.849,-0.774,10.159,3
22305.016,0.786,-0.642,9.696,3
22445.011,0.828,-0.587,9.624,3
22583.996,0.814,-0.614,9.627,3
22723.984,0.876,-0.691,9.925,3
22864.023,0.869,-0.688,9.78,3
23008.989,0.848,-0.573,9.851,3
23148.975,0.798,-0.799,9.795,3
23289.003,0.852,-0.843,9.898,3
